"Hole Cards: ['Kd', '8s'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['Qd', '6d'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 0.0, 1.0, 0.0, 0.0]"
"Hole Cards: ['6h', 'Jh'], Flop Cards: , Turn Card: , River Card:  Actions: 200:::","[0.25, 0.25, 0.25, 0.25]"
"Hole Cards: ['Kd', '3s'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['3c', '5c'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 1.0, 0.0, 0.0, 0.0]"
"Hole Cards: ['3c', '5c'], Flop Cards: ['6s', '8c', 'Qh'], Turn Card: , River Card:  Actions: 100:::","[0.0, 0.0, 1.0, 0.0]"
"Hole Cards: ['Jd', '4h'], Flop Cards: ['6s', '8c', 'Qh'], Turn Card: , River Card:  Actions: 100:200::","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
"Hole Cards: ['5c', '8d'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['4c', 'As'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 0.0, 0.0, 1.0, 0.0]"
"Hole Cards: ['Ac', '5c'], Flop Cards: , Turn Card: , River Card:  Actions: 300:::","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
"Hole Cards: ['7d', 'Td'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['4s', '8d'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 0.0, 1.0, 0.0, 0.0]"
